device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
Mid-range,81,435,21,0.45089555201137965,0.41954436916917426,2000,BCH,0.06073932442257811,367.4431005203095,3.5159426613407634,0.36349670141809043,2.8971668312689287,0.8494889450740177,0.21641642571594297,0.1596060696580148
Mid-range,118,430,32,7.7083540623906135,1.9357784116187289,4000,BCH,0.060593210932644706,310.82996102377876,4.3189809356092,0.3451171901525586,2.219028034017093,0.9306734175550322,0.28604205801193994,0.15219878990299007
Mid-range,110,175,21,2.524674277896243,1.2127759908740763,1000,BCH,0.05992967233736052,479.14796180236414,4.531830159149191,0.35010266341508,1.1507649949480483,0.989549557172734,0.23352895454320388,0.17314040796858027
High-end,80,458,30,0.4799008972220066,0.6276636699368012,5000,LDPC,0.07949760395222157,409.70634716025523,4.849570820822186,0.32738950921360244,1.8075088208045533,0.8727730827676361,0.36635313411543924,0.11418248951554733
Mid-range,82,78,33,3.099103732951988,1.6221194455911156,2000,BCH,0.01916481179713058,119.13867869038941,4.819709906740664,0.345686525891021,1.9490795318943224,0.940124303389789,0.49588073104068753,0.12451494020417972
Low-end,136,469,43,4.8633620238240045,1.792790683598316,4000,BCH,0.033389541428241,357.2072874646848,4.990811172713611,0.4916774633506533,2.3171135463961194,0.8130561798746534,0.23449536308211305,0.12077704738694581
Low-end,86,101,45,1.3818807202882517,1.7645998736346833,4000,LDPC,0.03226822097507465,401.32815790406715,4.499623609752891,0.23825133413124192,2.578649163195818,0.9335072548453227,0.4850115624430618,0.14685890958623965
Mid-range,121,78,14,9.748192413896565,0.5133176426519451,5000,BCH,0.04702846419180086,236.80816457094602,4.053362554823894,0.40339355002318655,2.136214038910059,0.6328942774547819,0.23107500114605972,0.10351883132930739
Mid-range,166,361,49,8.023063722512925,1.2887152737263317,1000,BCH,0.08567445270171252,400.05457656836444,2.719430066147429,0.4583306060345932,2.5363781269604555,0.8573926895102408,0.2671040580300134,0.1670120561229444
Low-end,138,280,13,1.570214293977313,1.1552997167910066,2000,LDPC,0.026711599694987966,459.5899371602574,2.2490265922629575,0.3926103486936401,1.9824293326693703,0.7664765262446671,0.26756208076389226,0.14567588448515353
Mid-range,166,434,46,9.73278294978669,1.0326189080575823,5000,BCH,0.06762705910720657,285.857889780302,3.540373651968008,0.21393406216360733,1.255269293937506,0.5125011723382688,0.2461823358306633,0.17579480201822378
Low-end,168,120,10,0.5029317151064695,1.3663633338583687,4000,BCH,0.02661634530801047,361.33243704845455,4.50862706998509,0.31127713420010017,2.692388554446957,0.6117963239408601,0.37369493356880334,0.10940954407766665
Mid-range,100,239,43,9.99188805309216,0.8209443935445762,3000,BCH,0.054841638313686984,254.1566044926451,4.0809273038418326,0.39478187360268946,2.1642469190524527,0.904858812801107,0.4374976206865664,0.14130803937646425
High-end,149,90,50,9.330657746980648,1.3253527613839455,5000,BCH,0.06365081435745969,347.9962703324055,2.7742877952159457,0.41787031519933693,1.0420826988899234,0.7787308708554852,0.3829005504990392,0.17901491806665007
High-end,104,245,12,6.975267982255341,1.8398368594164975,5000,BCH,0.023006427187854714,149.96908183923838,2.3855728161054586,0.12574923183542155,2.2680333891236284,0.8321663466861422,0.21966797056276216,0.10569812992284779
High-end,129,85,27,1.142463783871239,0.3170884403390643,3000,BCH,0.06248408669772959,323.1705984382746,2.1966208844842647,0.4010897427728325,1.6820052338521927,0.7883725860085438,0.31813550653024125,0.16230481091457774
Low-end,126,507,39,4.890559461029085,1.0584782892284061,2000,BCH,0.01594551153203518,404.52264501945916,3.9904737808589013,0.47071049948239785,2.145119092447561,0.8830536799264772,0.4283388605083648,0.14349106035085216
Low-end,113,237,44,5.139070359953529,0.9309910699829587,4000,BCH,0.08507669237490673,187.23675932535065,3.5755858689248674,0.45685121111194515,2.535083386983465,0.6723409753508367,0.32235453420597937,0.12765091666532813
High-end,140,405,27,1.398439214137409,1.3247912893943306,2000,BCH,0.08684155679192783,241.82102606818665,2.819230393762125,0.4329522626949728,1.715149094822638,0.5783098270453215,0.2542354968232438,0.13760140197899795
High-end,139,306,15,9.411438698588153,1.5887089286761547,3000,LDPC,0.07957065449972317,404.6877924206282,2.4888542305814436,0.3503631491220357,2.1255019685839556,0.9549091324143182,0.4511069692049915,0.176625941850528
High-end,87,371,41,8.535098929420098,0.4861899993202174,3000,BCH,0.011076289395606663,130.00382164077627,2.2420763188661916,0.356454873141719,2.9720320107662563,0.8595279541476588,0.47539602254861935,0.11157554134153556
High-end,88,451,26,8.368705092343212,1.2023188531755165,5000,BCH,0.05319228802373459,151.98357196669787,2.567831377325406,0.16140957028274575,2.0666625014534943,0.8362539169032814,0.38835164927275867,0.16858726577488126
High-end,103,179,24,8.405218141649188,1.1554437893521061,5000,LDPC,0.0687698700102923,322.1781805332795,4.911736067760338,0.3608372675650384,1.159799947187319,0.6201133480487546,0.2546108508033581,0.18202303937583822
High-end,99,202,14,0.5708686189538968,1.723304146489707,1000,BCH,0.07781809487036168,419.950120184227,3.4219323907860417,0.49052344887552835,2.6434718292479498,0.5521387768156194,0.47376480534478843,0.1365174745984154
Mid-range,167,349,42,7.445167131710524,1.566307594050917,3000,BCH,0.03555832442999654,141.77138993419697,3.926041383112419,0.12896340942131557,2.2348795786294096,0.8933436846624607,0.3461395921029529,0.14024103743299474
High-end,153,254,46,6.317688507263448,0.7796719963971244,4000,BCH,0.05760396214055509,430.31000380379754,2.3971353978355303,0.256249584473917,2.090026858653607,0.7153775645917473,0.3927607211665497,0.1758308756468863
Low-end,89,271,16,1.4476080202489072,1.6675520226485314,1000,LDPC,0.03834010954014297,386.7815000676569,2.644409501733765,0.3282224547474529,2.128564556189869,0.9797536052570914,0.3000595068664373,0.16566413227579813
Mid-range,114,152,46,9.05563621539992,1.2808585298259094,4000,LDPC,0.09351980495646003,401.0628585088448,4.8377027263826635,0.3511185867187826,2.3397624939963375,0.5064274607579219,0.31582325538246714,0.14718846137552777
High-end,100,389,41,9.637475028777546,1.8125218008971133,5000,LDPC,0.023071180629203533,113.95186121619409,2.495631318117897,0.2144700680294681,2.8230539649890494,0.5275585786024204,0.4230714525702449,0.12708144109487027
Low-end,88,347,28,7.794668435683802,1.4712255928155824,3000,BCH,0.01022767587124365,303.87015524925744,2.752957162219426,0.3571459912605176,2.4202657521183166,0.8335351462349065,0.25592788652494786,0.14949667008375178
Mid-range,149,206,31,6.118586204608054,1.343002489603076,5000,BCH,0.07359153652227533,146.14897920992155,3.8095922141420684,0.38815156490528124,2.162267544198156,0.9907458454767573,0.2370463038512817,0.17682284230891265
Mid-range,124,241,22,9.049407314395184,1.8248796046042914,2000,LDPC,0.034029299690546404,225.4046171247037,2.4982415534186835,0.12391845371582022,1.734644292096366,0.6079438117173883,0.45786164128774004,0.1157468165734877
Mid-range,136,274,35,2.055844525667509,0.823792442366023,5000,BCH,0.03186231248265524,232.29997476268545,4.8870664361661404,0.17892949762430474,2.104668616137299,0.6488369776785188,0.4898595231762135,0.17535349928824578
Mid-range,144,435,29,3.1335120455722754,1.88412263799588,4000,BCH,0.043816946510377736,163.69870180343096,3.853868945687085,0.44936622101066215,2.3681123952397796,0.808579975335399,0.4485681366994986,0.16327136171766848
Mid-range,94,213,10,3.9411362417200047,1.6908237413949099,3000,LDPC,0.05435564207901087,189.28810827255896,4.561786128740584,0.3251674998680324,1.6008401520634712,0.7376561569635501,0.21867629621583143,0.10276967557290018
Mid-range,127,94,39,8.817968582469762,0.8536969129582022,1000,LDPC,0.04769953187259431,114.99621423760162,4.98120538320424,0.17841537488988637,2.3661427122765657,0.8393120994241503,0.23599840267655892,0.1696850237317358
Mid-range,109,213,18,1.630159573375804,1.0567041535763244,3000,LDPC,0.09071219460662472,311.79914644379164,4.831623810440211,0.3547921494894565,2.6813970161460965,0.794371951111434,0.3007197531439174,0.12723094296448606
Low-end,162,241,49,8.796348542903253,0.2967836424350571,5000,LDPC,0.016942405902532133,257.0309567199789,4.831119532153621,0.34488234412525004,2.201756588534069,0.7493946545558638,0.45623521160110475,0.15598548987757666
High-end,102,476,46,1.0795722758378228,1.0261463665719757,2000,BCH,0.08906952896712036,323.0101111558867,3.669851744478464,0.3185505950038604,2.2462087400274124,0.5230783312081801,0.28574480375778916,0.19029621434743002
Low-end,139,485,46,1.253389805478878,1.085597833607374,1000,BCH,0.04347958727533459,212.88940415331086,4.5648374358102135,0.4423661331388553,2.075362169376321,0.8326136961820192,0.3433749729535508,0.19157664754451856
Low-end,159,225,27,1.0304264337667473,0.742736663675724,1000,BCH,0.04419550356516542,176.09561050475048,3.8091584815761466,0.35833457621957476,1.7167939307715443,0.926810275976715,0.38490605881350703,0.13618758195811465
Mid-range,115,343,47,3.32397520571896,1.8670302768522282,1000,BCH,0.09514112029971004,431.67268600772366,2.953736779577425,0.24926212180574514,1.270520529616455,0.9239561944751368,0.34173404007849084,0.15516095974052596
Low-end,161,113,20,0.8364034536932304,0.5779647072582506,1000,LDPC,0.03686967043557447,336.65458113041075,4.6997062444859345,0.2537963697355605,2.3761981978695523,0.8996206482498695,0.44064079200295114,0.12782611034157562
Mid-range,80,129,14,9.22158523451201,1.020069325041204,5000,BCH,0.029599506237457524,145.77842409016205,3.804862057372367,0.16445670073774743,2.6344885130901283,0.8549621200592123,0.35893278493623626,0.14644369790453232
High-end,123,438,22,4.439848330405075,1.0330586636120478,3000,LDPC,0.07830279108224159,418.7287072912551,4.3758170507540335,0.26456672538045345,2.441781862896693,0.5132593689450935,0.37039581633255114,0.18175678678563995
High-end,134,170,19,4.033627655201066,1.9269986698167016,1000,BCH,0.07105933373984523,449.96587097778485,3.469969123207316,0.3204119764208007,2.6489557492047764,0.5873486293199951,0.3129371280690705,0.12946443588417025
Low-end,121,468,23,5.761767346597397,1.1426387816162242,2000,BCH,0.05513379066449003,392.4970762396791,2.7465555674410265,0.29345930140334464,1.413313020558086,0.9403195631149976,0.45122732394807297,0.160021629180798
Mid-range,148,209,47,2.1827494416078768,0.7344641882340137,2000,LDPC,0.09401754879134724,480.8633340508127,2.450271881136743,0.17512650708687377,1.956533201515848,0.9148932729843112,0.44236729039713857,0.19903243556078887
Mid-range,112,479,39,3.370109220646115,0.57145793647096,5000,LDPC,0.014190470863251151,210.62352788855696,3.2863081036246413,0.20014549607545307,1.345785938137636,0.9377357409334399,0.4892910293300501,0.16236322466069716
High-end,141,251,42,2.3805456355261896,1.5489433633220577,5000,BCH,0.0342361056184875,194.73572669214002,2.9133986489968917,0.13993379033952752,1.4854764831396277,0.591312278567967,0.37013228329692394,0.12149253861913573
Low-end,94,386,32,1.6401779914182375,1.3486562259953594,4000,LDPC,0.0680970241231719,372.2494608677978,3.4470012450786376,0.23389453827019896,2.0703544975443133,0.7487144601793163,0.3744921868490462,0.15891187005788646
Mid-range,149,360,14,2.09409983069817,1.1493967374945477,1000,LDPC,0.04516095843185494,181.5187968829914,3.5857664393579354,0.44989754076482447,2.2328720829877406,0.7741738453391696,0.3421623856378784,0.13555998313406026
Mid-range,113,416,34,7.273199632066138,1.9830788824457408,3000,BCH,0.0666121106430437,242.90002221167256,4.714562282660421,0.22043770940525947,1.5262660503117373,0.5771278460120761,0.2373107185716646,0.18793317030954015
Mid-range,122,496,22,0.4774208829419654,0.6530438539738965,2000,BCH,0.0585199280690523,224.6550122776431,4.971842743190315,0.39719163006911606,1.0008268576019284,0.9356057769091188,0.3117095754895494,0.15508235229311473
High-end,101,128,23,6.237144534635385,0.6311117262925077,2000,LDPC,0.041249472277463596,474.0824238704319,2.1645432263505984,0.15866716429894834,1.3810516202623224,0.7141448644290824,0.2688114822905056,0.18162818619288068
High-end,153,285,35,0.27919632825788876,0.3108949271855386,5000,BCH,0.0649400766787842,139.0734329813133,4.086106898934684,0.3188845259690284,1.4181177738244455,0.8678315423730568,0.46338751693757685,0.16003577083284787
Mid-range,120,137,30,9.72102068448126,1.8553043673714067,3000,LDPC,0.029921492917569792,203.93383423057875,4.400034579255109,0.37970254864566666,2.4326355140142972,0.5311416875726312,0.25705747377213173,0.18054508129852814
Low-end,106,120,23,4.65956862976736,0.24750393007815974,3000,BCH,0.09740738028063967,405.3006006681197,3.2479860779350815,0.31662577243938883,2.414142350755606,0.9137428400818961,0.47649766770968294,0.13399693215487174
High-end,143,77,12,4.260814410632582,1.244187354749725,2000,BCH,0.054906894268455644,447.38134623631635,2.8843669936217893,0.4856699334457584,1.926901801974363,0.7033829136773286,0.29304448502740515,0.10204499659502814
Mid-range,124,171,44,8.289313802592053,1.3245305716060234,5000,BCH,0.0509212853462831,445.67477731700296,3.936363936856432,0.48553965140391064,2.4158323506277393,0.5718652867680235,0.35060611410417486,0.1973882290858118
Low-end,89,280,45,3.6233320566037683,0.35349375816520756,1000,LDPC,0.060478052067390785,378.34666961023055,3.754906272848362,0.25112955786120916,2.786728928858035,0.927356095128993,0.24257197802275005,0.18097130981686183
Low-end,122,121,10,3.015101313864079,1.0269319649888733,4000,BCH,0.09037175106810771,483.63149497939156,2.606227820336859,0.3225569986796132,1.6602834901372965,0.8217649723615327,0.4849981717815639,0.19191178462479608
Low-end,156,337,27,1.7115364410892002,1.9529063893358078,2000,BCH,0.0898692935963895,169.42105776620085,2.968544662632393,0.4885667750286503,2.655929485015238,0.6395768649951858,0.24484803601376065,0.16929401471912886
Low-end,130,300,48,5.875965219728412,1.1640811095518684,1000,BCH,0.013801376518022412,301.0087027514212,4.83913107995951,0.20177425628003573,1.0438158129811415,0.749385981712754,0.4089399956741683,0.17921676623998994
High-end,92,417,11,1.490061190714345,1.4355458972414596,3000,BCH,0.09775781076571459,219.38334396203376,2.59457593184065,0.45045309173651926,2.8735238677345745,0.6460508581036946,0.3933311965570439,0.17307844726190202
High-end,167,392,11,1.4717304240940592,0.5844960565107202,5000,BCH,0.021183319886996083,338.36594264474854,3.7559577657459253,0.4873137224081827,1.5682211307025933,0.5147299545282337,0.4265011601919564,0.13625642100419189
Mid-range,81,322,50,7.220640260904367,0.65896451226505,3000,BCH,0.06190378959618696,189.07670686156627,3.089305238447785,0.19720829160539877,1.5938813425303167,0.9918359207642591,0.3808603808674469,0.17634709300999465
High-end,121,404,16,2.401710681345464,0.41278775965080716,1000,BCH,0.06080722868963157,181.84872322396623,4.771964576396956,0.3866252533216207,2.4107140227582207,0.5434025339412705,0.26443183660320474,0.11673989635229626
Low-end,95,130,22,0.46809012238848935,0.7232638092716448,1000,BCH,0.04768855036426686,379.79169346411237,4.355192242179202,0.21936918367406558,2.4458520515487168,0.8241929085749913,0.43707382047016685,0.11578550319072768
Mid-range,82,317,28,8.23172019749017,0.2072912643193764,5000,LDPC,0.08465086521540577,141.88216248475464,2.811728143051738,0.1821080827506072,2.9230767334357504,0.7201675048508356,0.29812251167842796,0.1818744668302824
Mid-range,167,224,27,6.3019763598083145,0.8962799344981609,2000,BCH,0.013354461546019124,139.7366628511278,4.945286288486877,0.3381819678712311,1.7786801504211003,0.9367033132683398,0.3426089210892901,0.17179554120616808
Mid-range,85,284,23,8.990569796302992,0.21005240003043868,1000,LDPC,0.03294433376095612,359.9924152462221,2.326563505957099,0.3101423799730812,2.560180408125932,0.9017693068751642,0.32368110877917916,0.11419954566366293
Low-end,151,305,29,4.300051196016916,1.0377862576285493,3000,BCH,0.06987291123208912,138.80311267396715,2.292151476422578,0.11036616138222716,1.3259710974599028,0.5144797335832803,0.20709665679279504,0.18234965898117683
High-end,146,303,36,2.146855687185891,1.465605517381115,4000,BCH,0.04189275716127548,159.3215815344265,2.6153376320272184,0.4765076233577399,2.114987114818354,0.6604899309533164,0.3559707842383184,0.14773331070565798
